accession	barcode	segment_name	space	segment_subtype	clade	gl_clade
A/swine/Iowa/A02750706/2022	A02750706	HA		H1	alpha-del	1A.1.1.3
A/swine/Nebraska/A02861277/2023	A02861277	HA		H1	alpha-del	1A.1.1.3
A/swine/Nebraska/A02861662/2023	A02861662	HA		H1	alpha-del	1A.1.1.3
A/swine/Iowa/C61729/2022		HA		H1	alpha-del	1A.1.1.3
A/swine/North_Carolina/A02978546/2023	A02978546	HA		H1	alpha-del	1A.1.1.3
A/swine/North_Carolina/A02861300/2023	A02861300	HA		H1	alpha-del	1A.1.1.3
A/swine/Minnesota/A02711815/2022	A02711815	HA		H1	alpha-del	1A.1.1.3
A/swine/Iowa/A02711705/2022	A02711705	HA		H1	alpha-del	1A.1.1.3
A/swine/Iowa/A02861680/2023	A02861680	HA		H1	alpha-del	1A.1.1.3
A/swine/Iowa/A02750708/2022	A02750708	HA		H1	alpha-del	1A.1.1.3
A/swine/Iowa/A02751266/2022	A02751266	HA		H1	alpha-del	1A.1.1.3
A/swine/Michigan/A02636394/2022	A02636394	HA		H1	alpha-del	1A.1.1.3
A/swine/Michigan/A02751172/2022	A02751172	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/A02751421/2022	A02751421	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/A02861447/2023	A02861447	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/A02861461/2023	A02861461	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/A02861474/2023	A02861474	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/A02861587/2023	A02861587	HA		H1	alpha-del	1A.1.1.3
A/swine/Idaho/A02861378/2023	A02861378	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/A02861492/2023	A02861492	HA		H1	alpha-del	1A.1.1.3
A/swine/Iowa/22TOSU1339/2022	22TOSU1339	HA		H1	alpha-del	1A.1.1.3
A/swine/Iowa/22TOSU1458/2022	22TOSU1458	HA		H1	alpha-del	1A.1.1.3
A/swine/Iowa/22TOSU1526/2022	22TOSU1526	HA		H1	alpha-del	1A.1.1.3
A/swine/Iowa/22TOSU1534/2022	22TOSU1534	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/22TOSU0234/2022	22TOSU0234	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/22TOSU2808/2022	22TOSU2808	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/22TOSU0231/2022	22TOSU0231	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/22TOSU1756/2022	22TOSU1756	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/22TOSU1757/2022	22TOSU1757	HA		H1	alpha-del	1A.1.1.3
A/swine/Indiana/22TOSU1774/2022	22TOSU1774	HA		H1	alpha-del	1A.1.1.3
A/swine/Illinois/22TOSU1890/2022	22TOSU1890	HA		H1	alpha-del	1A.1.1.3
A/swine/Illinois/22TOSU1895/2022	22TOSU1895	HA		H1	alpha-del	1A.1.1.3
A/swine/Illinois/22TOSU2031/2022	22TOSU2031	HA		H1	alpha-del	1A.1.1.3
A/swine/Iowa/22TOSU1544/2022	22TOSU1544	HA		H1	alpha-del	1A.1.1.3
A/swine/Oklahoma/A02246915/2022	A02246915	HA		H1	LAIV	1A.4
A/swine/Colorado/A02636469/2022	A02636469	HA		H1	LAIV	1A.4
A/swine/Iowa/A02636572/2022	A02636572	HA		H1	LAIV	1A.4
A/swine/Iowa/A02636616/2022	A02636616	HA		H1	LAIV	1A.4
A/swine/Iowa/A02751010/2022	A02751010	HA		H1	LAIV	1A.4
A/swine/Iowa/A02750850/2022	A02750850	HA		H1	LAIV	1A.4
A/swine/Iowa/A02751107/2022	A02751107	HA		H1	LAIV	1A.4
A/swine/Illinois/A02750711/2022	A02750711	HA		H1	LAIV	1A.4
A/swine/Pennsylvania/A02636588/2022	A02636588	HA		H1	LAIV	1A.4
A/swine/Kansas/A02636388/2022	A02636388	HA		H1	LAIV	1A.4
A/swine/Oklahoma/A02636662/2022	A02636662	HA		H1	LAIV	1A.4
A/swine/Nebraska/A02751100/2022	A02751100	HA		H1	LAIV	1A.4
A/swine/Iowa/A02751204/2022	A02751204	HA		H1	pdm	1A.3.3.2
A/swine/Montana/A02751318/2022	A02751318	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751092/2022	A02751092	HA		H1	pdm	1A.3.3.2
A/swine/Montana/A02861637/2023	A02861637	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02710708/2022	A02710708	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636441/2022	A02636441	HA		H1	pdm	1A.3.3.2
A/swine/Oklahoma/A02711822/2022	A02711822	HA		H1	pdm	1A.3.3.2
A/swine/Kansas/A02711702/2022	A02711702	HA		H1	pdm	1A.3.3.2
A/swine/Oklahoma/A02711863/2022	A02711863	HA		H1	pdm	1A.3.3.2
A/swine/Kansas/A02978478/2023	A02978478	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751315/2022	A02751315	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02861517/2023	A02861517	HA		H1	pdm	1A.3.3.2
A/swine/Texas/A02750754/2022	A02750754	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751437/2022	A02751437	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751106/2022	A02751106	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02978427/2023	A02978427	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751088/2022	A02751088	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751159/2022	A02751159	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02712170/2022	A02712170	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02750904/2022	A02750904	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751213/2022	A02751213	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02712167/2022	A02712167	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02978421/2023	A02978421	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636461/2022	A02636461	HA		H1	pdm	1A.3.3.2
A/swine/Missouri/A02636683/2022	A02636683	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02861802/2023	A02861802	HA		H1	pdm	1A.3.3.2
A/swine/Oklahoma/A02750854/2022	A02750854	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751404/2022	A02751404	HA		H1	pdm	1A.3.3.2
A/swine/Nebraska/A02861229/2023	A02861229	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02710702/2022	A02710702	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02711865/2022	A02711865	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02712152/2022	A02712152	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02712628/2022	A02712628	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02750941/2022	A02750941	HA		H1	pdm	1A.3.3.2
A/swine/Nebraska/A02751165/2022	A02751165	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751399/2022	A02751399	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02861268/2023	A02861268	HA		H1	pdm	1A.3.3.2
A/swine/Nebraska/A02751410/2022	A02751410	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751518/2023	A02751518	HA		H1	pdm	1A.3.3.2
A/swine/Oklahoma/A02978515/2023	A02978515	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751520/2023	A02751520	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751240/2022	A02751240	HA		H1	pdm	1A.3.3.2
A/swine/Nebraska/A02711851/2022	A02711851	HA		H1	pdm	1A.3.3.2
A/swine/Nebraska/A02750786/2022	A02750786	HA		H1	pdm	1A.3.3.2
A/swine/Nebraska/A02750732/2022	A02750732	HA		H1	pdm	1A.3.3.2
A/swine/Nebraska/A02751035/2022	A02751035	HA		H1	pdm	1A.3.3.2
A/swine/Illinois/A02750856/2022	A02750856	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02861841/2023	A02861841	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751225/2022	A02751225	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751401/2022	A02751401	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02524413/2022	A02524413	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02750902/2022	A02750902	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751205/2022	A02751205	HA		H1	pdm	1A.3.3.2
A/swine/Indiana/22TOSU2837/2022	22TOSU2837	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/22TOSU3549/2022	22TOSU3549	HA		H1	pdm	1A.3.3.2
A/swine/Indiana/22TOSU2835/2022	22TOSU2835	HA		H1	pdm	1A.3.3.2
A/swine/Indiana/22TOSU2838/2022	22TOSU2838	HA		H1	pdm	1A.3.3.2
A/swine/Indiana/22TOSU2843/2022	22TOSU2843	HA		H1	pdm	1A.3.3.2
A/swine/Indiana/A02750887/2022	A02750887	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/22TOSU0490/2022	22TOSU0490	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/22TOSU1165/2022	22TOSU1165	HA		H1	pdm	1A.3.3.2
A/swine/Indiana/22TOSU0533/2022	22TOSU0533	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/22TOSU2691/2022	22TOSU2691	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/A02750818/2022	A02750818	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/A02751173/2022	A02751173	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/22TOSU1579/2022	22TOSU1579	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/22TOSU2683/2022	22TOSU2683	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/22TOSU2690/2022	22TOSU2690	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/22TOSU2692/2022	22TOSU2692	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/22TOSU2700/2022	22TOSU2700	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/22TOSU1425/2022	22TOSU1425	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/22TOSU1537/2022	22TOSU1537	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/22TOSU1541/2022	22TOSU1541	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/22TOSU1565/2022	22TOSU1565	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02636681/2022	A02636681	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751245/2022	A02751245	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751426/2022	A02751426	HA		H1	pdm	1A.3.3.2
A/swine/Nebraska/A02636353/2022	A02636353	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02636433/2022	A02636433	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636541/2022	A02636541	HA		H1	pdm	1A.3.3.2
A/swine/Oklahoma/A02861684/2023	A02861684	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/A02861688/2023	A02861688	HA		H1	pdm	1A.3.3.2
A/swine/Kansas/A02861399/2023	A02861399	HA		H1	pdm	1A.3.3.2
A/swine/Missouri/A02861595/2023	A02861595	HA		H1	pdm	1A.3.3.2
A/swine/Missouri/A02861583/2023	A02861583	HA		H1	pdm	1A.3.3.2
A/swine/Arkansas/A02861744/2023	A02861744	HA		H1	pdm	1A.3.3.2
A/swine/Illinois/A02861549/2023	A02861549	HA		H1	pdm	1A.3.3.2
A/swine/Pennsylvania/A02861308/2023	A02861308	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02861468/2023	A02861468	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02861755/2023	A02861755	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636622/2022	A02636622	HA		H1	pdm	1A.3.3.2
A/swine/Utah/A02636367/2022	A02636367	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02751297/2022	A02751297	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Indiana/A02751384/2022	A02751384	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02861515/2023	A02861515	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Illinois/A02751327/2022	A02751327	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Illinois/A02751456/2023	A02751456	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Illinois/A02751593/2023	A02751593	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02861634/2023	A02861634	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02861821/2023	A02861821	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Indiana/A02750652/2022	A02750652	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Indiana/A02750668/2022	A02750668	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Illinois/A02750731/2022	A02750731	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636518/2022	A02636518	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02750622/2022	A02750622	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02751095/2022	A02751095	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636517/2022	A02636517	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636350/2022	A02636350	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02751482/2023	A02751482	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Indiana/A02636365/2022	A02636365	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Indiana/A02750745/2022	A02750745	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02636482/2022	A02636482	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636642/2022	A02636642	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636528/2022	A02636528	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02711829/2022	A02711829	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02751227/2022	A02751227	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02750799/2022	A02750799	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02750752/2022	A02750752	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02750784/2022	A02750784	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02750877/2022	A02750877	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02751424/2022	A02751424	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02751020/2022	A02751020	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02711698/2022	A02711698	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Nebraska/A02636598/2022	A02636598	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750662/2022	A02750662	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751040/2022	A02751040	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Missouri/A02636464/2022	A02636464	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750935/2022	A02750935	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750766/2022	A02750766	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751484/2022	A02751484	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636511/2022	A02636511	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861272/2023	A02861272	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861437/2023	A02861437	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861287/2023	A02861287	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861245/2023	A02861245	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750824/2022	A02750824	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636496/2022	A02636496	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636477/2022	A02636477	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Arizona/A02636443/2022	A02636443	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636395/2022	A02636395	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636357/2022	A02636357	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636366/2022	A02636366	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/A02750744/2022	A02750744	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02636392/2022	A02636392	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/OH22-15510/2022		HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/OH22-88/2022		HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/OH22-450/2022		HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/OH22-89/2022		HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/OH22-2942/2022		HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/A02751220/2022	A02751220	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/OH22-4646/2022		HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/OH22-12951/2022		HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02711703/2022	A02711703	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751574/2023	A02751574	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751250/2022	A02751250	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861544/2023	A02861544	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861696/2023	A02861696	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861776/2023	A02861776	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02978525/2023	A02978525	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751523/2023	A02751523	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636677/2022	A02636677	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711856/2022	A02711856	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02246917/2022	A02246917	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636478/2022	A02636478	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711868/2022	A02711868	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02636645/2022	A02636645	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02750883/2022	A02750883	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711832/2022	A02711832	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711798/2022	A02711798	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711831/2022	A02711831	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861693/2023	A02861693	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861836/2023	A02861836	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/South_Dakota/A01678669/2022	A01678669	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Nebraska/A02636471/2022	A02636471	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Kansas/A02636331/2022	A02636331	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02636636/2022	A02636636	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02636467/2022	A02636467	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636684/2022	A02636684	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636508/2022	A02636508	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636360/2022	A02636360	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711870/2022	A02711870	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/South_Dakota/A02750735/2022	A02750735	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02978459/2023	A02978459	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751526/2023	A02751526	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861793/2023	A02861793	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/North_Carolina/A02978462/2023	A02978462	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/North_Carolina/A02978438/2023	A02978438	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/North_Carolina/A02861380/2023	A02861380	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750685/2022	A02750685	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751236/2022	A02751236	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750943/2022	A02750943	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636390/2022	A02636390	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A027121768/2022		HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750657/2022	A02750657	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636600/2022	A02636600	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751011/2022	A02751011	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636385/2022	A02636385	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636434/2022	A02636434	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711816/2022	A02711816	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02978533/2023	A02978533	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711873/2022	A02711873	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751252/2022	A02751252	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751230/2022	A02751230	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02978542/2023	A02978542	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861778/2023	A02861778	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636439/2022	A02636439	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636601/2022	A02636601	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636442/2022	A02636442	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751113/2022	A02751113	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861244/2023	A02861244	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Indiana/A01812320_HA/2022		HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750621/2022	A02750621	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02636452/2022	A02636452	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636462/2022	A02636462	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636372/2022	A02636372	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636373/2022	A02636373	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636361/2022	A02636361	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750930/2022	A02750930	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751192/2022	A02751192	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751468/2023	A02751468	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750699/2022	A02750699	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750650/2022	A02750650	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636679/2022	A02636679	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636595/2022	A02636595	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636613/2022	A02636613	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636629/2022	A02636629	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750682/2022	A02750682	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750698/2022	A02750698	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636682/2022	A02636682	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750827/2022	A02750827	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751387/2022	A02751387	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750992/2022	A02750992	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751042/2022	A02751042	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751062/2022	A02751062	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751117/2022	A02751117	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751171/2022	A02751171	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751178/2022	A02751178	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861241/2023	A02861241	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861759/2023	A02861759	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861580/2023	A02861580	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02978483/2023	A02978483	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02978535/2023	A02978535	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751349/2022	A02751349	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751423/2022	A02751423	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751567/2023	A02751567	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861250/2023	A02861250	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751186/2022	A02751186	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751246/2022	A02751246	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751057/2022	A02751057	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861846/2023	A02861846	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02712640/2022	A02712640	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751419/2022	A02751419	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751542/2023	A02751542	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751515/2023	A02751515	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02751589/2023	A02751589	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02861835/2023	A02861835	HA		H1	gamma-c3	1A.3.3.3-c3
