accession	barcode	segment_name	space	segment_subtype	clade	gl_clade
A/swine/North_Carolina/A02525332/2021	A02525332	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02248187/2021	A02248187	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636306/2021	A02636306	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Virginia/A02245895/2021	A02245895	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02525047/2021	A02525047	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Illinois/A02750731/2022	A02750731	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Indiana/A02750652/2022	A02750652	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Indiana/A02750668/2022	A02750668	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02525246/2021	A02525246	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02635957/2021	A02635957	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02525240/2021	A02525240	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636518/2022	A02636518	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02750622/2022	A02750622	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02524407/2021	A02524407	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636517/2022	A02636517	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636350/2022	A02636350	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Indiana/A02636365/2022	A02636365	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636265/2021	A02636265	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636642/2022	A02636642	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636528/2022	A02636528	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02711829/2022	A02711829	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02750799/2022	A02750799	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02750752/2022	A02750752	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02750784/2022	A02750784	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02750877/2022	A02750877	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02711698/2022	A02711698	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02636482/2022	A02636482	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Indiana/A02750745/2022	A02750745	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02636532/2021	A02636532	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Iowa/A02635871/2021	A02635871	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02636109/2021	A02636109	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02635958/2021	A02635958	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/North_Carolina/A02525074/2021	A02525074	HA		H1	gamma-c1	1A.3.3.3-c1
A/swine/Nebraska/A02636598/2022	A02636598	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02710695/2021	A02710695	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248049/2021	A02248049	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A01678644/2021	A01678644	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636308/2021	A02636308	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635925/2021	A02635925	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635787/2021	A02635787	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248060/2021	A02248060	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248052/2021	A02248052	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636138/2021	A02636138	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525152/2021	A02525152	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636167/2021	A02636167	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636511/2022	A02636511	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750824/2022	A02750824	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636164/2021	A02636164	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750766/2022	A02750766	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750662/2022	A02750662	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Missouri/A02636464/2022	A02636464	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525307/2021	A02525307	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635843/2021	A02635843	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635760/2021	A02635760	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636001/2021	A02636001	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636477/2022	A02636477	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Arizona/A02636443/2022	A02636443	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636395/2022	A02636395	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635718/2021	A02635718	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635822/2021	A02635822	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636040/2021	A02636040	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636317/2021	A02636317	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636061/2021	A02636061	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636161/2021	A02636161	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636313/2021	A02636313	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636357/2022	A02636357	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636366/2022	A02636366	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635873/2021	A02635873	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636003/2021	A02636003	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636180/2021	A02636180	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636314/2021	A02636314	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636496/2022	A02636496	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525133/2021	A02525133	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635825/2021	A02635825	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525317/2021	A02525317	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525264/2021	A02525264	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525242/2021	A02525242	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636048/2021	A02636048	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636037/2021	A02636037	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636068/2021	A02636068	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525386/2021	A02525386	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525085/2021	A02525085	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525187/2021	A02525187	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02636007/2021	A02636007	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636677/2022	A02636677	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248066/2021	A02248066	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02246458/2021	A02246458	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248063/2021	A02248063	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02635924/2021	A02635924	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248070/2021	A02248070	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636298/2021	A02636298	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248024/2021	A02248024	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02711703/2022	A02711703	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248059/2021	A02248059	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248068/2021	A02248068	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248071/2021	A02248071	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02246844/2021	A02246844	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02245890/2021	A02245890	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248054/2021	A02248054	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525056/2021	A02525056	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635762/2021	A02635762	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525360/2021	A02525360	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02525070/2021	A02525070	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02525324/2021	A02525324	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248206/2021	A02248206	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248196/2021	A02248196	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02246986/2021	A02246986	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02710694/2021	A02710694	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636478/2022	A02636478	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711868/2022	A02711868	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711832/2022	A02711832	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711798/2022	A02711798	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711831/2022	A02711831	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02750883/2022	A02750883	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02636645/2022	A02636645	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02246990/2021	A02246990	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02246980/2021	A02246980	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711856/2022	A02711856	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02246917/2022	A02246917	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02525342/2021	A02525342	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02525292/2021	A02525292	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02525293/2021	A02525293	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Michigan/A02525352/2021	A02525352	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525105/2021	A02525105	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02525179/2021	A02525179	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02525303/2021	A02525303	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/A02635730/2021	A02635730	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525355/2021	A02525355	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Indiana/A01812316/2021	A01812316	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636126/2021	A02636126	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636186/2021	A02636186	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/A02750744/2022	A02750744	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Indiana/A02635887/2021	A02635887	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636323/2021	A02636323	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Indiana/A02525287/2021	A02525287	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02525252/2021	A02525252	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02525267/2021	A02525267	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02525048/2021	A02525048	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02635936/2021	A02635936	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02636392/2022	A02636392	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Indiana/A02248189/2021	A02248189	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Georgia/21TOSU0351/2021	21TOSU0351	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Georgia/21TOSU0122/2021	21TOSU0122	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Georgia/21TOSU0123/2021	21TOSU0123	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02525143/2021	A02525143	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02525069/2021	A02525069	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525109/2021	A02525109	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525039/2021	A02525039	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02246839/2021	A02246839	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02248202/2021	A02248202	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635909/2021	A02635909	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525230/2021	A02525230	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635808/2021	A02635808	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02246843/2021	A02246843	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525156/2021	A02525156	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525084/2021	A02525084	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525314/2021	A02525314	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636573/2022	A02636573	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02245864/2021	A02245864	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635804/2021	A02635804	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02635707/2021	A02635707	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/South_Dakota/A02635819/2021	A02635819	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635838/2021	A02635838	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635845/2021	A02635845	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636376/2022	A02636376	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635994/2021	A02635994	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636008/2021	A02636008	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635934/2021	A02635934	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636131/2021	A02636131	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636506/2022	A02636506	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02750623/2022	A02750623	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750885/2022	A02750885	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750846/2022	A02750846	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750895/2022	A02750895	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750769/2022	A02750769	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750823/2022	A02750823	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750780/2022	A02750780	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750783/2022	A02750783	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636570/2021	A02636570	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Wyoming/A02711819/2022	A02711819	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750870/2022	A02750870	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/South_Dakota/A02711817/2022	A02711817	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750647/2022	A02750647	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02711848/2022	A02711848	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750782/2022	A02750782	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750889/2022	A02750889	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636632/2022	A02636632	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02712157/2022	A02712157	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636377/2022	A02636377	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750625/2022	A02750625	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750634/2022	A02750634	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525315/2021	A02525315	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635992/2021	A02635992	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635996/2021	A02635996	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635823/2021	A02635823	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635892/2021	A02635892	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635781/2021	A02635781	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525216/2021	A02525216	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635881/2021	A02635881	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525354/2021	A02525354	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248203/2021	A02248203	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636372/2022	A02636372	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636373/2022	A02636373	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02710691/2021	A02710691	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248191/2021	A02248191	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248037/2021	A02248037	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248067/2021	A02248067	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248061/2021	A02248061	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635782/2021	A02635782	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525217/2021	A02525217	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636324/2021	A02636324	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636442/2022	A02636442	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750621/2022	A02750621	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Indiana/A01812320_HA/2022		HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636462/2022	A02636462	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Illinois/A02636452/2022	A02636452	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636114/2021	A02636114	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636139/2021	A02636139	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636601/2022	A02636601	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636439/2022	A02636439	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02246459/2021	A02246459	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636145/2021	A02636145	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Kentucky/A02636582/2021	A02636582	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635719/2021	A02635719	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525345/2021	A02525345	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02525356/2021	A02525356	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248053/2021	A02248053	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02245881/2021	A02245881	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02525091/2021	A02525091	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02525348/2021	A02525348	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02525371/2021	A02525371	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02635821/2021	A02635821	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02636088/2021	A02636088	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02635889/2021	A02635889	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635785/2021	A02635785	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635964/2021	A02635964	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02635917/2021	A02635917	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02248076/2021	A02248076	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636472/2022	A02636472	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750838/2022	A02750838	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02636301/2021	A02636301	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/A02636451/2022	A02636451	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/A02636491/2022	A02636491	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Iowa/A02750781/2022	A02750781	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Ohio/A02750606/2022	A02750606	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Indiana/A02636445/2022	A02636445	HA		H1	gamma-c3	1A.3.3.3-c3
A/swine/Minnesota/A02525121/2021	A02525121	HA		H3	C IVA	1990.4.a
A/swine/Ohio/A02635995/2021	A02635995	HA		H3	C IVA	1990.4.a
A/swine/Ohio/A02635913/2021	A02635913	HA		H3	C IVA	1990.4.a
A/swine/Ohio/A02636142/2021	A02636142	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02636593/2022	A02636593	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02636020/2021	A02636020	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02636179/2021	A02636179	HA		H3	C IVA	1990.4.a
A/swine/Ohio/21TOSU2979/2021	21TOSU2979	HA		H3	C IVA	1990.4.a
A/swine/Indiana/21TOSU0963/2021	21TOSU0963	HA		H3	C IVA	1990.4.a
A/swine/Indiana/21TOSU0959/2021	21TOSU0959	HA		H3	C IVA	1990.4.a
A/swine/Indiana/21TOSU0972/2021	21TOSU0972	HA		H3	C IVA	1990.4.a
A/swine/Indiana/21TOSU0954/2021	21TOSU0954	HA		H3	C IVA	1990.4.a
A/swine/Indiana/21TOSU0955/2021	21TOSU0955	HA		H3	C IVA	1990.4.a
A/swine/Indiana/21TOSU0961/2021	21TOSU0961	HA		H3	C IVA	1990.4.a
A/swine/Indiana/21TOSU0969/2021	21TOSU0969	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU1972/2021	21TOSU1972	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU2161/2021	21TOSU2161	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU2162/2021	21TOSU2162	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU2170/2021	21TOSU2170	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU2172/2021	21TOSU2172	HA		H3	C IVA	1990.4.a
A/swine/Ohio/21TOSU2983/2021	21TOSU2983	HA		H3	C IVA	1990.4.a
A/swine/Ohio/21TOSU2997/2021	21TOSU2997	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU1967/2021	21TOSU1967	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU2173/2021	21TOSU2173	HA		H3	C IVA	1990.4.a
A/swine/Illinois/A02750774/2022	A02750774	HA		H3	C IVA	1990.4.a
A/swine/Illinois/A02750848/2022	A02750848	HA		H3	C IVA	1990.4.a
A/swine/Ohio/21TOSU0486/2021	21TOSU0486	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU1881/2021	21TOSU1881	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU1891/2021	21TOSU1891	HA		H3	C IVA	1990.4.a
A/swine/Ohio/21TOSU0580/2021	21TOSU0580	HA		H3	C IVA	1990.4.a
A/swine/Ohio/21TOSU0594/2021	21TOSU0594	HA		H3	C IVA	1990.4.a
A/swine/Indiana/21TOSU1311/2021	21TOSU1311	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU2139/2021	21TOSU2139	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU2171/2021	21TOSU2171	HA		H3	C IVA	1990.4.a
A/swine/Illinois/21TOSU2174/2021	21TOSU2174	HA		H3	C IVA	1990.4.a
A/swine/Ohio/21TOSU0540/2021	21TOSU0540	HA		H3	C IVA	1990.4.a
A/swine/Indiana/21TOSU1817/2021	21TOSU1817	HA		H3	C IVA	1990.4.a
A/swine/Indiana/21TOSU1825/2021	21TOSU1825	HA		H3	C IVA	1990.4.a
A/swine/Ohio/A02635724/2021	A02635724	HA		H3	C IVA	1990.4.a
A/swine/Ohio/A02525323/2021	A02525323	HA		H3	C IVA	1990.4.a
A/swine/Ohio/A02525262/2021	A02525262	HA		H3	C IVA	1990.4.a
A/swine/Indiana/A02750620/2022	A02750620	HA		H3	C IVA	1990.4.a
A/swine/Indiana/A02750638/2022	A02750638	HA		H3	C IVA	1990.4.a
A/swine/Ohio/A02635841/2021	A02635841	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02525399/2021	A02525399	HA		H3	C IVA	1990.4.a
